Publication_Name,Quartile,Field,CiteScore
bank i kredyt,Quartile 4,EC,0.16
banking and finance review,Quartile 4,EC,0.31
banks and bank systems,Quartile 3,Other,0.42
baozha yu chongji/expolosion and shock waves,Quartile 4,NS,0.51
bar - brazilian administration review,Quartile 3,EC,0.54
bariatric surgical patient care,Quartile 2,NS,0.48
basal ganglia,Quartile 3,NS,0.89
basic and applied ecology,Quartile 1,NS,3.1
basic and applied herpetology,Quartile 4,NS,0.35
basic and applied social psychology,Quartile 1,Other,3.06
basic and clinical andrology,Quartile 1,NS,2.32
basic and clinical neuroscience,Quartile 3,NS,1.51
basic and clinical pharmacology and toxicology,Quartile 2,NS,2.23
basic income studies,Quartile 4,EC,0.47
basic research in cardiology,Quartile 1,NS,5.59
basin research,Quartile 1,NS,3.69
batalleria,Quartile 4,NS,0.11
bauingenieur,Quartile 4,NS,0.32
bauphysik,Quartile 2,NS,0.23
bautechnik,Quartile 4,NS,0.31
bayesian analysis,Quartile 1,Other,1.87
baylor university medical center proceedings,Quartile 2,NS,0.59
bba clinical,Quartile 1,NS,3.83
bealoideas,Quartile 4,Other,0.05
behavior genetics,Quartile 2,NS,2.21
behavior modification,Quartile 1,Other,2.27
behavior research methods,Quartile 1,Other,4.33
behavior therapy,Quartile 1,Other,3.79
behavioral and brain functions,Quartile 2,NS,2.9
behavioral and brain sciences,Quartile 3,Other,0.91
behavioral and social sciences librarian,Quartile 2,Other,0.71
behavioral disorders,Quartile 1,Other,1.67
behavioral ecology,Quartile 1,NS,2.74
behavioral ecology and sociobiology,Quartile 1,NS,2.2
behavioral healthcare,Quartile 4,NS,0.01
behavioral interventions,Quartile 3,Other,0.84
behavioral medicine,Quartile 2,Other,2.36
behavioral neuroscience,Quartile 2,NS,2.34
behavioral research in accounting,Quartile 2,EC,1.49
behavioral sciences and the law,Quartile 1,Other,1.18
behavioral sciences of terrorism and political aggression,Quartile 1,Other,1.51
behavioral sleep medicine,Quartile 1,Other,2.54
behaviour,Quartile 2,NS,1.5
behaviour and information technology,Quartile 1,Other,2.02
behaviour change,Quartile 2,Other,1.2
behaviour research and therapy,Quartile 1,Other,4.72
behavioural and cognitive psychotherapy,Quartile 2,Other,1.59
behavioural brain research,Quartile 1,NS,3.16
behavioural neurology,Quartile 2,NS,2.19
behavioural pharmacology,Quartile 2,NS,2.02
behavioural processes,Quartile 1,NS,2
beijing da xue xue bao. yi xue ban = journal of peking university. health sciences,Quartile 3,NS,0.23
beijing daxue xuebao (ziran kexue ban)/acta scientiarum naturalium universitatis pekinensis,Quartile 4,NS,0.3
beijing gongye daxue xuebao / journal of beijing university of technology,Quartile 4,NS,0.32
beijing hangkong hangtian daxue xuebao/journal of beijing university of aeronautics and astronautics,Quartile 3,NS,0.5
beijing huagong daxue xuebao (ziran kexueban)/journal of beijing university of chemical technology (natural science edition),Quartile 4,NS,0.11
beijing jiaotong daxue xuebao/journal of beijing jiaotong university,Quartile 4,NS,0.25
beijing ligong daxue xuebao/transaction of beijing institute of technology,Quartile 4,NS,0.26
beijing linye daxue xuebao/journal of beijing forestry university,Quartile 3,NS,0.48
beijing youdian xueyuan xuebao/journal of beijing university of posts and telecommunications,Quartile 4,Other,0.27
beilstein journal of nanotechnology,Quartile 1,NS,2.88
beilstein journal of organic chemistry,Quartile 2,NS,2.38
beitrage zur algebra und geometrie,Quartile 4,Other,0.45
beitrage zur geschichte der deutschen sprache und literatur,Quartile 1,Other,0.24
beitrage zur geschichte der sprachwissenschaft,Quartile 4,Other,0.07
beitrage zur tabakforschung international/ contributions to tobacco research,Quartile 3,NS,0.69
belgeo,Quartile 4,NS,0.2
belgian journal of linguistics,Quartile 2,Other,0.66
belgian journal of zoology,Quartile 3,NS,0.78
bell labs technical journal,Quartile 1,NS,17.25
belleten,Quartile 4,Other,0.05
ben jonson journal,Quartile 2,Other,0.17
benchmarking,Quartile 1,EC,2.8
beneficial microbes,Quartile 2,NS,2.61
b-ent,Quartile 3,NS,0.51
bereavement care,Quartile 3,NS,0.27
berichte uber landwirtschaft,Quartile 4,EC,0.3
berichte zur wissenschaftsgeschichte,Quartile 3,Other,0.08
berichte. geographie und landeskunde,Quartile 4,NS,0.14
berkeley planning journal,Quartile 4,Other,0.21
berliner journal fur soziologie,Quartile 3,Other,0.36
berliner und munchener tierarztliche wochenschrift,Quartile 2,NS,0.69
bernoulli,Quartile 2,Other,1.53
best practice and research in clinical anaesthesiology,Quartile 1,NS,1.94
best practice and research in clinical endocrinology and metabolism,Quartile 1,NS,4.29
best practice and research in clinical haematology,Quartile 2,NS,2.19
best practice and research in clinical obstetrics and gynaecology,Quartile 1,NS,3.03
best practice and research in clinical rheumatology,Quartile 2,NS,3.34
best practice onkologie,Quartile 4,NS,0.03
beton- und stahlbetonbau,Quartile 3,NS,0.63
betonwerk und fertigteil-technik/concrete precasting plant and technology,Quartile 4,EC,0.03
betriebswirtschaftliche forschung und praxis,Quartile 4,EC,0.04
bibel und kirche,Quartile 4,Other,0.02
bible in ancient christianity,Quartile 3,Other,0.12
biblica,Quartile 3,Other,0.09
biblical archaeology review,Quartile 4,Other,0.04
biblical interpretation,Quartile 2,Other,0.21
biblical interpretation series,Quartile 4,Other,0.03
biblical theology bulletin,Quartile 2,Other,0.14
biblios,Quartile 4,Other,0.06
biblische zeitschrift,Quartile 3,Other,0.1
bid,Quartile 4,Other,0.1
big data,Quartile 1,Other,2.43
big data research,Quartile 1,EC,7.43
biharean biologist,Quartile 3,NS,0.52
bijdragen en mededelingen betreffende de geschiedenis der nederlanden,Quartile 3,Other,0.16
"bijdragen tot de taal-, land- en volkenkunde",Quartile 1,Other,0.68
bilgi dunyasi,Quartile 4,Other,0.11
bilig - turk dunyasi sosyal bilimler dergisi,Quartile 2,Other,0.14
bilingual research journal,Quartile 1,Other,0.89
bilingualism: language and cognition,Quartile 1,Other,2.35
binggong xuebao/acta armamentarii,Quartile 3,NS,0.52
bioacoustics,Quartile 2,NS,1.48
bioactive carbohydrates and dietary fibre,Quartile 1,NS,3.62
bioactive materials,Quartile 1,NS,4.4
bioagro,Quartile 4,NS,0.26
bio-algorithms and med-systems,Quartile 4,NS,0.29
bioanalysis,Quartile 1,NS,1.74
bioanalytical reviews,Quartile 4,NS,0.38
bioarchaeology of the near east,Quartile 3,Other,0.14
bio-based and applied economics,Quartile 2,NS,1.14
biocatalysis and agricultural biotechnology,Quartile 1,NS,2.26
biocatalysis and biotransformation,Quartile 3,NS,1.11
biocell,Quartile 4,NS,0.62
biochemia medica,Quartile 1,NS,3.67
biochemical and biophysical research communications,Quartile 2,NS,2.69
biochemical and cellular archives,Quartile 4,NS,0.04
biochemical engineering journal,Quartile 1,NS,3.61
biochemical genetics,Quartile 2,NS,1.6
biochemical journal,Quartile 1,NS,4.05
biochemical pharmacology,Quartile 1,NS,4.42
biochemical society transactions,Quartile 1,NS,4.04
biochemical systematics and ecology,Quartile 3,NS,1.18
biochemist,Quartile 4,NS,0.07
biochemistry,Quartile 2,NS,2.81
biochemistry (moscow),Quartile 3,NS,2.01
biochemistry (moscow) supplement series a: membrane and cell biology,Quartile 4,NS,0.45
biochemistry (moscow) supplement series b: biomedical chemistry,Quartile 4,NS,0.49
biochemistry and biophysics reports,Quartile 3,NS,1.55
biochemistry and cell biology,Quartile 3,NS,1.99
biochemistry and molecular biology education,Quartile 4,NS,1.03
biochemistry research international,Quartile 2,NS,2.59
biochimica clinica,Quartile 4,NS,0.21
biochimica et biophysica acta - bioenergetics,Quartile 1,NS,4.36
biochimica et biophysica acta - biomembranes,Quartile 1,NS,3.64
biochimica et biophysica acta - gene regulatory mechanisms,Quartile 1,NS,4.62
biochimica et biophysica acta - general subjects,Quartile 1,NS,3.99
biochimica et biophysica acta - molecular and cell biology of lipids,Quartile 1,NS,5.03
biochimica et biophysica acta - molecular basis of disease,Quartile 1,NS,4.78
biochimica et biophysica acta - molecular cell research,Quartile 1,NS,4.66
biochimica et biophysica acta - proteins and proteomics,Quartile 2,NS,2.65
biochimica et biophysica acta - reviews on cancer,Quartile 1,NS,7.4
biochimie,Quartile 2,NS,3.18
biochimie open,Quartile 4,NS,1.24
biochip journal,Quartile 2,NS,1.59
bioconjugate chemistry,Quartile 1,NS,4.51
biocontrol,Quartile 1,NS,2.39
biocontrol science,Quartile 3,NS,0.88
biocontrol science and technology,Quartile 2,NS,1.07
biocybernetics and biomedical engineering,Quartile 2,NS,2.57
biocycle,Quartile 4,NS,0.05
biodata mining,Quartile 1,Other,2.08
biodegradation,Quartile 1,NS,2.99
biodemography and social biology,Quartile 1,Other,1.71
biodiversitas,Quartile 2,NS,0.96
biodiversity,Quartile 3,NS,0.82
biodiversity and conservation,Quartile 1,NS,3.09
biodiversity data journal,Quartile 3,NS,0.94
biodiversity science,Quartile 3,NS,0.66
biodrugs,Quartile 1,NS,4.74
bioelectrochemistry,Quartile 1,NS,4.37
bioelectromagnetics,Quartile 2,NS,1.78
bioenergy research,Quartile 1,NS,2.7
bioengineered,Quartile 3,NS,1.46
bioengineering,Quartile 2,NS,3.14
bioessays,Quartile 1,NS,3.41
bioethics,Quartile 1,Other,1.76
biofabrication,Quartile 1,NS,7.71
biofactors,Quartile 1,NS,3.52
biofouling,Quartile 1,NS,3.15
biofuel research journal,Quartile 1,NS,4.3
biofuels,Quartile 2,NS,1.34
"biofuels, bioproducts and biorefining",Quartile 2,NS,2.96
biofutur,Quartile 4,NS,0
biogeochemistry,Quartile 1,NS,3.6
biogeographia,Quartile 3,NS,1
biogeosciences,Quartile 1,NS,4.34
biogerontology,Quartile 1,NS,3.51
biography,Quartile 2,Other,0.23
bioimpacts,Quartile 1,NS,3.23
bioinformatics,Quartile 1,NS,5.94
bioinformatics and biology insights,Quartile 1,Other,2.08
bioinorganic chemistry and applications,Quartile 2,NS,2.05
bioinspiration and biomimetics,Quartile 1,NS,3.65
"bioinspired, biomimetic and nanobiomaterials",Quartile 3,NS,0.7
biointerface research in applied chemistry,Quartile 3,NS,0.89
biointerphases,Quartile 2,NS,2.37
bioinvasions records,Quartile 2,NS,1.25
biolaw journal,Quartile 3,Other,0.19
biologia (poland),Quartile 3,NS,0.87
biologia plantarum,Quartile 1,NS,1.67
biological agriculture and horticulture,Quartile 1,NS,1.7
biological and pharmaceutical bulletin,Quartile 2,NS,1.77
biological bulletin,Quartile 2,NS,1.5
biological chemistry,Quartile 2,NS,3.09
biological conservation,Quartile 1,NS,4.86
biological control,Quartile 1,NS,2.88
biological cybernetics,Quartile 2,Other,1.48
biological invasions,Quartile 1,NS,2.98
biological journal of the linnean society,Quartile 1,NS,2.35
biological procedures online,Quartile 1,NS,3.54
biological psychiatry,Quartile 1,NS,7.27
biological psychiatry: cognitive neuroscience and neuroimaging,Quartile 1,NS,3.65
biological psychology,Quartile 1,Other,3.19
biological research,Quartile 1,NS,2.77
biological research for nursing,Quartile 1,NS,1.72
biological reviews,Quartile 1,NS,10.04
biological rhythm research,Quartile 3,NS,0.85
biological trace element research,Quartile 2,NS,2.42
biologically inspired cognitive architectures,Quartile 2,Other,1.98
biologicals,Quartile 2,NS,1.92
biologicheskie membrany,Quartile 4,NS,0.19
biologics: targets and therapy,Quartile 2,NS,2.23
biologie aujourd'hui,Quartile 4,NS,0.14
biologie in unserer zeit,Quartile 4,NS,0.03
biologist,Quartile 4,NS,0.02
biology,Quartile 1,NS,4.42
biology and environment,Quartile 3,NS,0.58
biology and fertility of soils,Quartile 1,NS,5.17
biology and philosophy,Quartile 1,NS,1.57
biology bulletin,Quartile 3,NS,0.42
biology direct,Quartile 1,Other,2.87
biology letters,Quartile 1,NS,3.31
biology of blood and marrow transplantation,Quartile 1,NS,3.58
biology of reproduction,Quartile 3,NS,2.61
biology of sex differences,Quartile 1,NS,3.76
biology of sport,Quartile 1,NS,2.22
biology of the cell,Quartile 2,NS,3.71
biology open,Quartile 1,NS,2.09
biomacromolecules,Quartile 1,NS,5.65
biomarker insights,Quartile 2,NS,2.03
biomarker research,Quartile 1,NS,3.42
biomarkers,Quartile 3,NS,1.75
biomarkers in medicine,Quartile 3,NS,1.86
biomass and bioenergy,Quartile 1,NS,3.96
biomass conversion and biorefinery,Quartile 2,NS,2.06
biomaterials,Quartile 1,NS,9.85
biomaterials research,Quartile 1,NS,3.88
biomaterials science,Quartile 1,NS,5.31
biomechanics and modeling in mechanobiology,Quartile 1,NS,3.07
biomed research international,Quartile 2,NS,2.41
biomedica,Quartile 3,NS,0.59
biomedical and environmental sciences,Quartile 2,NS,1.32
biomedical and pharmacology journal,Quartile 4,NS,0.37
biomedical chromatography,Quartile 3,NS,1.65
bio-medical engineering,Quartile 4,NS,0.4
"biomedical engineering - applications, basis and communications",Quartile 4,NS,0.46
biomedical engineering letters,Quartile 3,NS,1.26
biomedical engineering online,Quartile 1,NS,2.44
biomedical glasses,Quartile 2,NS,2.05
biomedical human kinetics,Quartile 4,NS,0.38
biomedical instrumentation and technology,Quartile 4,NS,0.21
biomedical journal,Quartile 1,NS,2
biomedical materials (bristol),Quartile 2,NS,3.26
bio-medical materials and engineering,Quartile 3,NS,1.01
biomedical microdevices,Quartile 2,NS,2.45
biomedical optics express,Quartile 1,NS,4.1
"biomedical papers of the medical faculty of the university palackã½, olomouc, czechoslovakia",Quartile 3,NS,1.12
biomedical photonics,Quartile 3,NS,0.55
biomedical physics and engineering express,Quartile 2,NS,1.15
biomedical reports,Quartile 2,NS,1.83
biomedical research,Quartile 3,NS,1.5
biomedical signal processing and control,Quartile 1,NS,4.1
biomedicine,Quartile 4,NS,0.06
biomedicine (netherlands),Quartile 1,NS,3.97
biomedicine and pharmacotherapy,Quartile 1,NS,3.78
biomedicines,Quartile 1,NS,3.33
biomeditsinskaya khimiya,Quartile 4,NS,0.56
biomedizinische technik,Quartile 3,NS,1.24
biometals,Quartile 1,NS,2.49
biometric technology today,Quartile 4,NS,0.39
biometrical journal,Quartile 2,Other,1.22
biometrics,Quartile 1,NS,1.77
biometrika,Quartile 1,NS,2.4
biomicrofluidics,Quartile 1,NS,2.36
biomolecular concepts,Quartile 1,NS,3.35
biomolecular detection and quantification,Quartile 1,NS,4.46
biomolecular nmr assignments,Quartile 4,NS,0.53
biomolecules,Quartile 1,NS,5.72
biomolecules and therapeutics,Quartile 2,NS,2.95
bionanomaterials,Quartile 3,NS,1.15
bionanoscience,Quartile 3,NS,1
bioorganic and medicinal chemistry,Quartile 1,NS,2.85
bioorganic and medicinal chemistry letters,Quartile 2,NS,2.5
bioorganic chemistry,Quartile 1,NS,3.88
biopesticides international,Quartile 4,NS,0.19
biopharm international,Quartile 3,NS,0.27
biopharmaceutics and drug disposition,Quartile 2,NS,1.62
biophysical chemistry,Quartile 3,NS,1.75
biophysical journal,Quartile 1,NS,3.26
biophysical reviews,Quartile 1,NS,3.2
biophysics (russian federation),Quartile 4,NS,0.52
biopolymers,Quartile 2,NS,1.82
biopolymers and cell,Quartile 4,NS,0.31
biopreservation and biobanking,Quartile 2,NS,1.74
bioprinting,Quartile 1,NS,5.59
bioprocess and biosystems engineering,Quartile 2,NS,2.52
bioprocess international,Quartile 4,NS,0.26
biopsychosocial medicine,Quartile 2,Other,1.33
bioremediation journal,Quartile 2,NS,1.17
bioresearch open access,Quartile 2,NS,2.65
bioresource technology,Quartile 1,NS,7.08
bioresources,Quartile 2,NS,1.45
bioresources and bioprocessing,Quartile 1,NS,3.15
biorheology,Quartile 3,NS,1.33
biorisk,Quartile 1,NS,3.5
bioscene,Quartile 4,Other,0.22
bioscience,Quartile 1,NS,4.3
bioscience horizons,Quartile 3,NS,0.5
bioscience journal,Quartile 3,NS,0.4
bioscience reports,Quartile 1,NS,2.87
bioscience trends,Quartile 2,Other,1.66
"bioscience, biotechnology and biochemistry",Quartile 3,NS,1.37
bioscope: south asian screen studies,Quartile 1,Other,0.32
biosemiotics,Quartile 1,Other,1.62
biosensors,Quartile 1,NS,3.57
biosensors and bioelectronics,Quartile 1,NS,8.95
biosocieties,Quartile 1,NS,2.4
biospektrum,Quartile 4,NS,0.03
biostatistics,Quartile 1,Other,1.7
biostatistics and epidemiology,Quartile 4,NS,0.58
